"wealth_2016","family_income_78","mother_education","father_education","poverty_78","race","gender","afqt"
508883,17420.7361516035,12,12,"yes","White","Female",56
4638096.5,17420.7361516035,12,12,"yes","White","Female",75
634850,17500,12,8,"no","White","Female",49
72500,17420.7361516035,14,13,"yes","White","Female",70
266200,37500,18,18,"no","White","Male",81
258975,37500,16,18,"no","White","Female",87
300500,37500,16,18,"no","White","Male",79
238662.5,17420.7361516035,16,16,"yes","White","Female",70
193800,37500,12,17,"no","White","Male",55
1472750,37500,16,18,"no","White","Female",84
4638096.5,17420.7361516035,12,12,"yes","White","Male",93
497200,50000,12,13,"no","White","Female",99
231285,22500,16,16,"no","White","Female",76
469136,17420.7361516035,16,16,"yes","White","Female",68
3058790,50000,12,18,"no","White","Male",81
3749941,17420.7361516035,16,19,"yes","White","Male",79
1852883,17420.7361516035,12,10.9474264705882,"yes","White","Female",98
591100,22500,14,18,"no","White","Male",99
19500,9500,12,12,"no","Black","Female",11
0,5500,6,4,"yes","Black","Female",2
0,5500,6,4,"yes","Black","Male",1
-7750,3500,6,7,"yes","Black","Male",7
513955,12500,12,10.9474264705882,"yes","Black","Male",5
2000,12500,12,12,"yes","Black","Female",8
1116500,22500,9,10,"no","White","Male",49
8999.5,22500,11,12,"no","White","Male",32
878599.5,37500,12,12,"no","White","Male",48
804000,12500,12,12,"no","White","Female",94
98636.5,12500,12,12,"no","White","Female",46
403100,12500,12,12,"no","White","Male",43
-10750,37500,12,10.9474264705882,"no","Black","Male",10
34856.5,17420.7361516035,10.8690857046641,12,"yes","White","Female",40
807050,37500,12,10,"no","White","Male",73
125300,37500,12,10,"no","White","Female",46
306000,12500,12,12,"no","White","Female",58
350,12500,12,12,"no","White","Female",42
100537.5,12500,12,12,"no","White","Male",41
184750,7500,12,12,"no","White","Female",77
3042376,12500,14,19,"no","White","Male",74
4638096.5,12500,14,19,"no","White","Female",91
7600,37500,12,13,"no","White","Male",98
181000,37500,12,13,"no","White","Male",90
2124447.5,50000,14,18,"no","White","Male",93
675750,8500,12,14,"no","White","Male",86
84500,37500,12,12,"no","White","Male",90
1669773,37500,14,16,"no","White","Female",85
669689,37500,16,15,"no","White","Male",88
640500,17420.7361516035,14,20,"yes","White","Female",64
774114.5,1500,14,20,"yes","White","Female",81
-29260.5,17420.7361516035,14,20,"yes","White","Male",38
6000,37500,12,16,"no","White","Male",32
499750,50000,13,18,"no","White","Male",78
410857,22500,13,12,"no","White","Male",55
732500,37500,12,17,"no","White","Male",94
128000,37500,14,16,"no","White","Male",49
45850,37500,14,16,"no","White","Female",72
2012000,37500,17,14,"no","White","Male",78
334162.5,37500,12,16,"no","White","Male",87
169750,37500,12,12,"no","White","Male",94
2309562.5,37500,14,16,"no","White","Male",94
4638096.5,37500,15,16,"no","White","Female",64
1851428,37500,15,16,"no","White","Female",53
378326.5,37500,15,16,"no","White","Male",65
222000,2500,12,12,"yes","White","Male",90
1033750,37500,16,16,"no","White","Female",70
802000,37500,16,16,"no","White","Male",66
84550,17420.7361516035,12,16,"yes","White","Female",20
25000,17420.7361516035,12,12,"yes","White","Female",54
23500,17500,16,16,"no","White","Male",52
655900,22500,12,17,"no","Black","Female",81
75800,17420.7361516035,12,16,"yes","Black","Female",80
480000,37500,12,12,"no","White","Female",72
264225,22500,16,10.9474264705882,"no","White","Female",63
263000,17420.7361516035,14,14,"yes","White","Female",75
232162.5,37500,16,16,"no","White","Female",80
773750,37500,10.8690857046641,10.9474264705882,"no","White","Female",52
1696000,37500,16,10.9474264705882,"no","White","Female",89
450750,17420.7361516035,16,18,"yes","White","Male",96
238200,17420.7361516035,16,18,"yes","White","Male",83
114428,17420.7361516035,12,12,"yes","White","Female",35
322968,17420.7361516035,10,10.9474264705882,"yes","White","Female",11
281750,37500,12,8,"no","White","Female",30
167600,17500,10,11,"no","Black","Male",6
2800,12500,8,10.9474264705882,"no","Black","Female",17
9500,17500,11,8,"no","Black","Female",5
0,12500,12,6,"yes","Black","Male",3
9100,12500,12,10.9474264705882,"yes","Black","Male",7
200,12500,12,10.9474264705882,"yes","Black","Female",6
-30000,12500,12,10.9474264705882,"yes","Black","Male",3
11305,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Female",3
369850,5500,12,7,"no","Black","Male",18
-4100,12500,12,10,"yes","Black","Female",27
43650,12500,12,12,"yes","Black","Female",27
0,12500,12,10,"yes","Black","Male",27
25000,12500,12,10,"yes","Black","Male",3
214000,37500,12,12,"no","Black","Male",35
71550,22500,9,12,"no","Black","Male",10
3000,17500,12,12,"no","Black","Female",10
8800,17500,10,10.9474264705882,"no","White","Male",30
-39600,37500,8,12,"no","White","Female",89
59900,17500,10,10.9474264705882,"no","White","Male",34
747250,22500,11,6,"no","White","Female",84
311100,22500,12,10,"no","White","Male",65
1070000,17420.7361516035,10,10,"yes","Black","Male",86
51964.5,37500,14,18,"no","Hispanic","Male",73
537000,7500,12,16,"no","White","Male",81
344800,17420.7361516035,14,16,"yes","White","Female",75
300925,22500,12,14,"no","White","Female",75
84450,37500,16,12,"no","White","Female",83
0,12500,5,7,"no","Black","Female",16
-33250,12500,5,5,"no","Black","Female",10
1918276,17420.7361516035,15,18,"yes","White","Male",96
67000,17420.7361516035,12,14,"yes","White","Male",99
31277,17420.7361516035,12,10,"yes","White","Female",32
200800,17420.7361516035,10,13,"yes","White","Female",23
27250,12500,12,10.9474264705882,"no","Black","Male",13
924275,17420.7361516035,10,10.9474264705882,"yes","Black","Female",24
403.5,12500,12,10,"no","White","Female",6
578250,17500,7,8,"no","White","Female",63
4800,12500,12,11,"no","White","Male",40
-3500,12500,12,12,"no","Black","Female",24
8600,12500,11,12,"no","Black","Female",5
-55499,12500,14,12,"no","Black","Female",17
3350,1500,11,10.9474264705882,"yes","White","Female",9
32535.5,17500,12,13,"no","White","Female",64
-63500,17500,17,14,"no","White","Female",31
476500,37500,12,12,"no","White","Male",51
0,17420.7361516035,9,10.9474264705882,"yes","Black","Female",24
515600,17420.7361516035,11,12,"yes","Black","Male",28
245100,12500,16,16,"no","Black","Male",10
780,12500,10,9,"no","White","Male",51
51000,22500,10.8690857046641,6,"no","White","Female",26
84750,12500,10,6,"no","Black","Female",36
-2150,17420.7361516035,11,9,"yes","Black","Female",8
-12522.5,500,9,12,"yes","Black","Female",14
579300,12500,16,8,"no","White","Female",92
0,8500,8,11,"no","Black","Male",17
443083,12500,8,11,"no","Black","Female",30
273900,6500,8,11,"no","White","Female",91
165500,17420.7361516035,4,12,"yes","White","Female",1
85500,500,11,4,"yes","White","Male",25
1520,17420.7361516035,14,10.9474264705882,"yes","White","Female",73
54250,9500,12,11,"no","White","Female",15
-64500,9500,10.8690857046641,10,"no","White","Male",38
545225,37500,9,12,"no","White","Female",49
348400,7500,12,12,"no","White","Male",75
263200,12500,12,12,"no","White","Female",67
302450,12500,12,12,"no","White","Female",48
-8600,12500,12,12,"no","White","Male",24
-242585.5,17500,12,12,"no","White","Female",73
43500,22500,9,12,"no","White","Female",22
-11745.5,17420.7361516035,17,12,"yes","White","Female",71
43600,17420.7361516035,13,12,"yes","White","Female",72
1660953,8500,14,14,"no","White","Male",54
545354,8500,9,12,"no","White","Male",46
8539,6500,10,12,"no","White","Male",3
43150,17420.7361516035,7,7,"yes","White","Male",76
77050,17420.7361516035,12,8,"yes","White","Female",49
21875,22500,9,12,"no","White","Female",79
1757000,22500,14,15,"no","White","Female",47
95900,22500,14,15,"no","White","Female",27
3501344.5,50000,13,17,"no","White","Male",84
180500,37500,12,14,"no","White","Male",79
310500,17420.7361516035,14,16,"yes","White","Male",71
174000,17420.7361516035,16,12,"yes","White","Female",91
40500,37500,12,12,"no","White","Male",23
78295,37500,12,12,"no","White","Male",57
38500,22500,12,12,"no","White","Male",76
98250,37500,12,15,"no","White","Female",46
3015470.5,17420.7361516035,14,16,"yes","White","Female",73
146900,6500,10,10.9474264705882,"yes","Black","Male",17
0,6500,10,7,"yes","Black","Male",6
64600,6500,10,3,"no","Black","Female",11
-21500,6500,10,3,"no","Black","Male",11
448390,7500,12,12,"no","White","Male",74
10835,7500,12,12,"no","White","Female",63
929290,17420.7361516035,10.8690857046641,10.9474264705882,"yes","White","Male",12
-285533,9500,10,3,"no","White","Female",16
211600,17420.7361516035,12,12,"yes","White","Female",80
456000,17500,10,8,"no","White","Female",24
548345,37500,12,12,"no","White","Male",91
1900266.5,50000,15,14,"no","White","Male",74
62925,17420.7361516035,9,12,"yes","White","Female",37
442250,12500,12,7,"no","White","Male",32
285550,37500,12,10.9474264705882,"no","White","Male",42
258000,37500,12,12,"no","White","Female",62
259150,37500,12,12,"no","White","Female",63
814500,37500,13,20,"no","White","Female",69
1237834,37500,13,16,"no","White","Female",55
510622.5,37500,12,12,"no","White","Female",75
4350,37500,10,8,"no","White","Male",38
0,37500,10,8,"no","White","Female",38
377500,37500,16,17,"no","White","Male",76
162362,37500,16,17,"no","White","Female",94
795250,22500,14,16,"no","White","Female",57
291700,22500,14,16,"no","White","Female",69
-26450,37500,10,12,"no","White","Female",31
50935.5,37500,10.8690857046641,10.9474264705882,"no","White","Male",2
2008,7500,12,7,"yes","White","Female",3
0,7500,12,7,"yes","White","Male",8
747000,22500,11,8,"no","White","Male",50
836167,37500,10.8690857046641,12,"no","White","Female",62
200,17420.7361516035,5,10.9474264705882,"yes","White","Male",23
165000,17420.7361516035,8,6,"yes","White","Male",18
8000,17420.7361516035,4,12,"yes","White","Female",8
40350,17420.7361516035,12,16,"yes","White","Male",98
-500,17420.7361516035,12,10.9474264705882,"yes","Black","Female",6
224850,37500,12,12,"no","White","Female",69
1329800,17420.7361516035,12,12,"yes","White","Female",44
342750,17500,6,6,"no","White","Male",53
56625,17500,6,6,"no","White","Male",1
27280,12500,15,12,"no","Black","Female",71
99000,17420.7361516035,10,12,"yes","White","Female",40
454000,17420.7361516035,10,12,"yes","White","Female",9
191000,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",35
0,17500,11,10,"no","White","Male",33
10200,17420.7361516035,12,13,"yes","White","Male",53
309775,22500,12,12,"no","White","Female",45
84000,17420.7361516035,12,12,"yes","Black","Female",26
68300,12500,12,12,"no","White","Female",53
323500,17420.7361516035,8,8,"yes","White","Female",49
316500,17420.7361516035,12,14,"yes","White","Female",60
473000,22500,9,10,"no","White","Male",4
758054.5,37500,13,12,"no","White","Male",20
217500,37500,14,14,"no","White","Male",25
390900,17500,12,12,"no","White","Male",36
567500,22500,8,8,"no","White","Female",55
2673470.5,50000,16,10.9474264705882,"no","White","Male",34
-14800,17420.7361516035,8,10.9474264705882,"yes","White","Female",1
-650,3500,10.8690857046641,10.9474264705882,"yes","Black","Male",3
1107500,17420.7361516035,12,14,"yes","White","Female",70
1218352,37500,12,13,"no","White","Male",79
627346,37500,15,16,"no","White","Male",91
-2000,9500,12,12,"no","Black","Female",16
3500,9500,12,12,"no","Black","Female",58
165200,22500,10.8690857046641,12,"no","Black","Female",5
-4925,17500,7,12,"no","White","Female",5
500,5500,11,10.9474264705882,"yes","White","Female",3
131050,17420.7361516035,13,16,"yes","Black","Female",27
29500,5500,11,10.9474264705882,"yes","Black","Female",38
750,1500,12,12,"yes","Black","Male",28
425000,17420.7361516035,10.8690857046641,10.9474264705882,"yes","White","Female",16
93400,17420.7361516035,6,10.9474264705882,"yes","Hispanic","Female",32
513000,7500,2,3,"no","Hispanic","Female",41
-155579,17420.7361516035,12,10.9474264705882,"yes","White","Female",68
0,12500,12,10.9474264705882,"no","White","Male",1
919750,37500,16,13,"no","White","Male",84
151589,17420.7361516035,12,12,"yes","Black","Female",40
265450,17420.7361516035,12,9,"yes","Black","Female",6
0,17500,11,11,"no","Black","Female",1
188750,17500,10.8690857046641,12,"no","Black","Female",4
0,17500,9,10,"no","Black","Female",15
240000,7500,8,7,"yes","Black","Female",12
450,12500,12,13,"no","Black","Male",1
66334,12500,12,13,"no","Black","Female",5
1050,50000,16,16,"no","Black","Male",81
6614.5,37500,10.8690857046641,16,"no","Black","Female",66
0,4500,12,8,"yes","Black","Male",1
0,4500,12,10.9474264705882,"yes","Black","Female",3
129000,12500,10.8690857046641,6,"no","Black","Male",2
1500,12500,10.8690857046641,10.9474264705882,"no","Black","Female",27
1295000,5500,12,10.9474264705882,"yes","Black","Male",75
1500,5500,12,14,"yes","Black","Female",17
-19108.5,3500,10.8690857046641,10.9474264705882,"yes","Black","Female",3
-9200,22500,12,12,"no","White","Male",42
564240,3500,7,11,"yes","White","Female",27
-19100,12500,9,7,"no","White","Female",46
153250,12500,10.8690857046641,10.9474264705882,"no","White","Male",6
1116341,22500,12,10.9474264705882,"no","White","Female",26
1781038.5,17420.7361516035,18,20,"yes","White","Female",82
2053906,50000,18,6,"no","White","Male",41
396900,50000,19,6,"no","White","Male",93
621850,12500,9,8,"no","White","Male",81
2192.5,17500,12,7,"no","White","Female",36
2025,17420.7361516035,12,12,"yes","White","Female",65
58150,17500,11,10,"no","White","Male",26
0,37500,12,7,"no","White","Male",18
187872.5,22500,14,12,"no","White","Male",96
485000,22500,12,12,"no","White","Male",34
116746,37500,14,12,"no","White","Male",55
3069731,37500,16,14,"no","White","Male",86
549500,37500,16,14,"no","White","Male",52
80000,1500,9,11,"yes","White","Male",30
248,17500,15,15,"no","White","Male",73
-1850,17500,12,12,"no","White","Female",47
476263,37500,15,14,"no","White","Female",21
38150,37500,16,16,"no","White","Female",45
-34932.5,12500,13,18,"no","White","Female",46
647250,17420.7361516035,17,18,"yes","White","Female",58
162000,17420.7361516035,15,12,"yes","White","Male",77
9000,5500,12,12,"no","Black","Male",13
202800,17420.7361516035,10,12,"yes","White","Male",17
60950,8500,10.8690857046641,5,"no","White","Female",48
-68000,22500,6,12,"no","Hispanic","Male",6
7000,8500,6,0,"yes","Hispanic","Female",71
1360,37500,0,1,"no","Hispanic","Female",24
706672.5,22500,6,7,"no","Hispanic","Female",91
82000,22500,6,7,"no","Hispanic","Male",38
30775,6500,11,10.9474264705882,"yes","Black","Female",11
145500,6500,10.8690857046641,10.9474264705882,"yes","Black","Male",12
8600,17420.7361516035,9,0,"yes","Hispanic","Female",12
51500,4500,4,10.9474264705882,"no","Hispanic","Female",15
1755496.5,22500,12,20,"no","White","Male",95
94500,22500,12,20,"no","White","Female",83
171617.5,17500,13,11,"no","White","Female",57
119000,17420.7361516035,12,12,"yes","White","Male",90
84250,37500,12,16,"no","White","Female",69
542250,12500,12,12,"no","White","Male",78
1750,22500,8,12,"no","White","Male",60
340745,12500,12,14,"no","White","Male",80
13500,37500,12,16,"no","White","Male",89
600,37500,12,16,"no","White","Female",50
5526252,37500,15,17,"no","White","Male",53
153250,17420.7361516035,15,12,"yes","Black","Male",52
68400,9500,11,10,"yes","Black","Male",6
18325,9500,11,10,"yes","Black","Male",11
53600,9500,11,10,"yes","Black","Male",8
173700,17420.7361516035,10,12,"yes","Black","Male",13
823.5,1500,10,12,"yes","Black","Male",28
-1233,17420.7361516035,10,12,"yes","Black","Male",15
95000,17500,12,12,"no","Hispanic","Male",66
66000,17420.7361516035,12,12,"yes","Hispanic","Female",48
168075,17420.7361516035,10,11,"yes","Hispanic","Female",47
55350,17420.7361516035,11,14,"yes","Hispanic","Male",33
104300,8500,12,12,"yes","Black","Female",41
717000,12500,11,9,"no","Black","Male",15
913750,12500,12,12,"no","White","Female",42
-4062.5,12500,12,12,"no","White","Male",70
245250,17420.7361516035,10.8690857046641,8,"yes","White","Male",51
210500,22500,12,11,"no","White","Male",8
9000,12500,14,11,"no","White","Male",65
13500,12500,12,10,"no","White","Male",44
111000,22500,11,11,"no","White","Male",14
74500,22500,12,8,"no","White","Female",50
347750,12500,10,16,"no","White","Male",51
710650,12500,10,13,"no","White","Female",62
-9500,12500,10.8690857046641,10.9474264705882,"no","Hispanic","Female",15
144580,22500,12,14,"no","White","Female",38
3800,17420.7361516035,10,10,"yes","White","Male",30
-5000,5500,14,12,"no","White","Male",4
884000,17420.7361516035,12,12,"yes","White","Male",94
